,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2016-01-16,26.840345,25.81516,24.68858,24.420723,24.040243,22.703613,23.151234,26.07846,28.203814,29.822124,30.878092,30.567114,28.394444,26.301607,25.593086,26.10775,28.178198,32.806152,35.18533,32.183807,27.785234,26.17047,25.606133,23.305256
2016-01-17,21.434103,19.940495,18.92724,18.593266,18.672504,18.415806,18.741024,20.871485,23.666351,26.710178,28.87946,29.640501,28.923807,27.753077,26.808294,27.089308,29.908062,35.328083,39.86535,38.889576,34.51321,31.173496,29.795725,28.469011
2016-01-18,25.254677,24.907177,23.77142,22.99514,22.533148,24.554272,33.23848,42.60308,44.872257,42.452003,40.762634,40.151566,38.555267,37.858704,38.157463,38.244904,40.959213,47.930588,52.139267,47.60477,39.749123,34.651615,30.646965,26.551237
2016-01-19,26.656334,26.439112,25.654305,25.17282,24.714392,26.523167,34.58774,43.22915,45.299816,43.540314,42.300323,41.76664,40.28341,39.69036,40.011086,40.05004,42.619286,49.351906,52.79312,47.091087,39.162766,34.744614,31.18011,27.713205
2016-01-20,27.758804,27.143684,27.135334,27.002333,26.99104,29.248392,38.54863,50.11196,55.85859,55.88833,55.43219,55.694756,55.001827,54.165504,53.436237,53.78041,57.691616,65.15273,68.56556,61.294746,50.895786,44.3018,39.010303,33.49574
2016-01-21,30.173517,29.388065,29.790924,29.928827,29.787506,33.2541,45.021065,57.135185,62.22657,61.81243,59.786495,57.978638,56.079178,54.483315,52.426796,52.785675,57.784973,66.372574,68.85219,60.392982,48.6925,41.473694,36.4297,30.988846
2016-01-22,30.047033,30.04872,29.739914,29.079184,28.244947,31.36445,42.312714,54.036613,57.353233,53.620064,49.29566,47.52643,45.430103,43.351097,41.987347,42.480064,45.34125,50.07582,50.04628,40.571888,30.554947,27.035934,24.476837,21.06232
2016-01-23,22.057446,21.131783,19.955465,19.606712,19.363453,18.425304,19.721626,23.267803,25.96034,27.803703,29.689621,30.978619,29.594261,27.832973,27.181675,28.09602,31.086374,35.375477,37.32005,33.23307,27.530903,26.06408,25.65599,23.197426
2016-01-24,23.589493,22.117947,21.183224,20.13869,19.704708,19.000778,19.036701,20.704035,24.00848,27.761377,31.255905,33.13906,32.308372,30.259321,28.172773,28.004627,31.134165,36.22075,39.642353,36.637794,30.743237,28.687841,28.452362,26.198036
2016-01-25,22.122948,21.180462,19.75712,18.947426,19.703287,23.929508,34.63659,45.128445,47.790165,45.939556,44.62142,45.223034,44.901714,44.610992,44.326233,43.387543,45.56242,50.875854,52.10165,45.582752,36.36673,30.882309,26.42699,22.245707
2016-01-26,14.5540695,12.927895,10.627678,10.256134,12.070005,16.695381,25.868862,34.13531,36.075672,34.826046,34.1029,34.922318,35.068115,34.908215,34.341557,33.873333,35.461952,39.01434,38.7335,32.64654,25.270462,20.922695,16.531591,11.6258335
2016-01-27,8.16363,5.8163013,3.8761063,3.6744442,6.7937183,13.69488,23.317188,30.96687,31.95298,29.887562,29.571146,30.23739,29.881325,29.265755,29.272312,29.120451,30.127708,33.247063,34.47702,30.328297,25.066029,21.557064,18.357586,14.225111
2016-01-28,6.198303,4.543516,2.9085732,3.6435356,7.66626,14.205723,23.87838,31.80525,32.959843,29.859114,28.630245,29.126318,29.318136,30.292265,32.073135,33.431274,36.61749,42.10469,44.431282,37.993355,30.264036,25.755241,21.931417,17.755997
2016-01-29,21.167416,19.147919,16.223005,13.863117,14.24988,18.6116,27.610975,34.507786,33.334064,28.036491,24.747322,23.049282,21.341934,19.931263,20.062805,20.91019,23.077663,27.162373,29.743458,27.439774,22.087185,17.898804,13.526667,8.768467
2016-01-30,2.6428013,-0.85118294,-2.8484554,-3.6224957,-3.3419514,-2.708456,0.21209908,5.5732174,8.379055,10.063986,11.898062,12.515364,11.574303,11.218851,11.347172,13.859978,18.61282,24.023785,27.308891,24.954824,20.356518,17.443592,15.073019,11.736444
2016-01-31,4.355152,-0.31020355,-2.2614632,-3.3230438,-3.0960045,-2.9010277,-1.8057594,2.3746243,6.1437187,9.510241,11.96833,13.18726,12.81488,11.9490795,11.975199,13.864164,18.950546,25.776659,30.907303,30.54055,27.023354,24.947176,24.265736,21.709213
2016-02-01,17.829021,18.043003,17.172798,17.048359,18.665686,23.16698,30.9537,37.969116,38.41812,33.390564,29.086117,25.861048,22.872944,19.878002,18.285269,17.659977,18.75823,21.064327,22.361794,20.038752,15.841637,11.171364,7.2737274,4.648878
2016-02-02,1.4406013,-1.425375,-3.654417,-3.2682018,-0.029752731,6.808487,16.662771,24.271425,25.867361,24.157368,23.955273,24.115124,23.166542,23.1748,22.955238,22.884499,24.32194,27.687645,30.33576,27.967672,22.876156,18.76065,14.652168,9.614147
2016-02-03,3.2424583,1.183054,-0.5800991,0.076631546,4.0873756,11.311806,21.803381,29.574265,30.086166,26.249329,24.176706,23.617819,22.425228,22.402376,23.743292,24.665009,27.576515,32.43231,35.66072,32.823788,27.632633,23.785873,20.347744,16.186733
2016-02-04,14.216997,12.703114,10.552889,9.745888,11.317123,15.398502,24.52248,32.349915,33.439648,31.311998,30.979385,31.60437,31.72515,32.774925,34.338062,35.544136,38.0597,42.677998,46.476154,41.935368,35.373383,31.555798,27.61308,24.243034
2016-02-05,24.211357,23.571836,22.816172,22.712059,23.031403,25.538797,33.024437,40.82431,42.896656,40.983654,40.14681,40.06943,38.728687,36.863255,35.140305,33.846237,33.317368,34.318398,34.354652,30.693113,26.751196,25.359085,23.347145,20.567202
2016-02-06,17.324875,15.743654,14.328424,14.042963,13.774092,13.80905,15.918691,19.826908,22.3621,23.676258,23.563763,22.287476,21.144827,19.575928,18.922413,20.297874,23.720697,27.658926,29.67935,26.450584,20.148266,15.985406,13.185488,9.339165
2016-02-07,3.461462,0.3413849,-1.9873238,-3.3039017,-3.6074867,-3.5490494,-2.877121,-0.08705521,3.1956196,7.1262474,10.306299,11.763033,11.794106,10.241901,9.7310505,10.802929,14.122229,18.721985,22.519726,21.324081,16.819126,12.98205,10.412527,7.477562
2016-02-08,5.0182247,2.4914646,-0.6824856,-1.2934647,1.2440205,7.777216,17.84549,25.643406,27.60892,25.20851,23.717361,23.511892,23.787992,24.721704,25.215464,24.686203,25.271404,27.791103,29.235432,25.96693,20.658318,15.664119,10.928228,6.1628876
2016-02-09,1.2111168,-1.3451462,-4.128954,-3.709631,-1.0608902,4.908802,14.8685255,23.389072,26.52156,25.714746,26.01247,27.365578,29.415348,31.410002,32.4201,32.07014,33.039253,35.922394,37.85707,32.69255,26.250612,22.15184,18.006273,13.632381
2016-02-10,13.174746,12.175943,10.709406,10.319212,12.143431,16.719751,26.167698,34.69201,36.270718,33.333267,31.472471,31.551815,31.208622,31.652504,32.42213,33.2125,34.9682,39.180573,42.550987,38.347145,31.454113,26.619461,22.918858,19.253166
2016-02-11,17.006,15.588863,13.7084675,13.053733,13.790444,17.510017,25.765743,32.737057,33.426506,30.757994,29.138079,28.372784,27.389025,27.830406,29.35872,30.988615,33.29735,37.867092,41.98072,39.002365,32.749584,28.168018,24.726473,21.444565
2016-02-12,22.077406,21.54693,20.515856,20.332104,20.490686,22.210054,29.566044,38.25816,40.55632,38.329247,36.243843,35.204464,33.809376,33.237816,32.90181,33.048943,35.615875,41.02962,45.86287,43.229572,36.504265,31.768501,27.983854,23.889706
2016-02-13,23.720308,21.97133,20.905144,20.265701,19.569359,19.244549,19.426277,21.220413,22.938175,25.004002,26.506845,26.551392,24.809097,22.446136,21.345491,21.746584,22.87693,25.857677,28.393278,27.08747,24.34316,22.426182,21.360674,18.779575
2016-02-14,11.140648,8.33308,6.518366,5.1297836,4.132183,3.3660069,2.3937836,3.0778828,5.6325874,9.743458,12.840174,14.692422,16.078217,15.295365,14.145465,14.292926,16.388493,20.684896,24.925817,25.868368,24.607727,23.141016,22.314823,20.411398
2016-02-15,15.437284,13.943744,12.548484,11.831799,12.675719,15.92822,24.182213,32.97267,35.456303,33.747795,33.563686,35.174347,34.997494,34.55988,33.505207,32.643063,32.949722,36.209747,39.16553,36.319305,31.105904,27.009815,24.0654,20.853756
2016-02-16,21.169682,20.91822,19.789776,19.45631,19.40623,21.04895,27.789377,35.417377,37.090363,35.345573,33.55832,32.568043,30.932684,30.396362,30.289682,30.08964,32.016426,37.730644,42.980843,40.23771,33.38633,28.929834,25.585354,21.595186
2016-02-17,21.513496,21.252268,19.88935,19.702219,19.588993,21.022045,26.944159,33.9513,35.832172,34.275066,33.4045,33.119705,32.268307,31.927525,32.365658,32.465065,33.12884,38.08379,44.39187,42.042458,34.82023,30.680088,28.014725,24.51339
2016-02-18,22.066853,21.990452,20.737083,20.394053,20.318256,21.857515,28.347857,35.569366,37.37137,35.53527,33.71268,32.450424,30.740108,30.088299,30.156956,30.151516,31.814997,37.939823,44.097824,41.534615,33.932697,29.192614,26.121237,22.529446
2016-02-19,22.107176,21.862822,20.738169,20.349815,20.529352,22.346668,27.94219,35.101574,38.21311,36.833687,34.77468,33.76426,31.679537,29.64595,28.444487,27.806755,28.302534,32.179802,35.420437,32.686165,26.66865,23.490372,21.379887,18.148022
2016-02-20,15.284785,12.4979105,9.515253,7.4438915,5.9385777,4.67655,4.998455,8.267891,11.974025,15.641204,18.300224,18.688946,17.528051,15.257128,13.653541,14.055221,16.567022,20.673782,24.28888,22.434502,17.25875,13.92393,11.701251,7.7880707
2016-02-21,1.6240215,-2.196825,-4.8812294,-6.614794,-7.274637,-7.4369297,-7.2719326,-4.6114388,0.1245842,5.8568096,10.70505,13.041764,13.310687,10.710417,8.966528,8.745605,11.004672,15.365614,19.670965,19.177011,15.438858,12.784074,11.578694,9.306585
2016-02-22,0.3065071,-2.8159904,-5.308899,-5.2467957,-2.1690788,4.782625,15.655095,25.276882,28.712362,27.306728,27.341455,28.554464,28.920637,29.24467,29.266542,28.382753,28.86923,33.76702,39.027287,35.503326,29.081938,25.058754,21.618351,17.942272
2016-02-23,17.64928,16.310543,14.8140135,14.104321,14.89267,18.43598,27.371546,36.23606,38.70761,36.303886,34.7353,35.02078,33.049824,31.37476,30.753918,30.225275,30.205544,34.544445,39.594215,36.57335,29.483582,25.17537,22.202782,18.394875
2016-02-24,17.050163,15.7761755,14.216032,13.925189,15.134773,18.674671,25.482458,30.652617,31.150864,28.737408,27.022684,25.97682,24.709091,24.784485,25.716887,27.307344,29.775417,36.01262,42.84998,40.683624,33.433186,28.2311,25.027424,21.661304
2016-02-25,20.91632,20.658875,19.356565,18.968544,19.159489,21.450787,28.659021,35.71734,37.161037,34.562813,32.155987,30.925055,29.000986,28.04569,27.928257,28.19717,29.265697,34.907227,41.57095,39.921806,32.363903,27.447678,24.594158,20.89415
2016-02-26,20.909187,21.011322,20.0133,19.924606,20.661304,22.561913,28.565191,35.253166,37.50181,35.695583,33.81277,32.342358,30.792337,30.05141,30.073814,30.277409,31.313747,37.33719,45.35854,43.91703,35.767788,30.709948,27.572716,24.001411
2016-02-27,22.938087,22.492872,21.513428,20.640535,20.741276,20.4528,20.573275,22.034832,23.986824,24.780268,24.743858,23.477253,21.677818,19.496998,18.599327,19.09369,21.282656,26.09584,31.398224,30.406319,25.696838,23.10132,22.45921,20.459751
2016-02-28,18.742485,17.197453,15.837238,14.8049,14.556716,14.0153675,12.898828,13.418143,14.808477,16.863186,18.643936,18.950144,18.119358,15.631087,13.473376,13.408712,15.345941,20.352188,26.523535,27.195265,24.002426,21.377075,20.697542,18.547638
2016-02-29,17.3434,15.775022,14.335882,13.8692665,14.5511465,17.6167,25.007683,32.107773,34.135883,32.272324,31.38623,31.729279,30.470976,29.8008,29.073862,28.412933,28.424898,32.606697,37.485188,35.924564,30.456224,26.187284,23.705688,20.60034
2016-03-01,20.097418,19.624954,18.894377,18.62854,19.120079,21.381237,27.109827,33.467525,35.744125,34.49732,32.963257,32.564537,30.981441,29.520845,28.140491,27.04549,26.849144,29.509443,32.12824,29.971035,24.067282,20.489553,18.652756,15.649009
2016-03-02,16.032036,14.8095875,13.2432785,12.974631,14.012404,16.491287,21.878845,27.325731,28.846457,28.072474,28.166403,28.947498,28.586386,28.745617,29.030293,29.33989,30.313873,34.656097,39.58033,37.128273,31.046312,26.812737,23.791933,20.740557
2016-03-03,20.36676,20.064175,19.120993,18.71902,19.082062,20.802599,27.35131,34.960026,37.87003,36.908783,35.97998,35.54871,33.986813,32.86028,31.939087,31.069519,31.216396,36.054214,42.62533,41.48916,34.537754,29.716152,25.857466,21.866617
2016-03-04,22.529036,21.770092,20.649681,20.061825,19.913416,22.129494,28.833374,35.98848,37.496147,34.903667,32.975372,31.746891,29.728304,28.004616,27.17374,26.793974,27.103806,29.617619,32.555294,30.966223,26.21722,23.461163,21.638435,19.092762
2016-03-05,20.36227,19.411568,18.701035,18.054302,18.4705,18.550676,18.930197,20.656036,22.74,24.996574,26.2865,26.589748,25.780188,23.997581,22.454657,22.32309,22.925537,26.19883,30.779844,31.267311,28.017391,24.961494,23.53553,21.30688
2016-03-06,19.692968,18.187992,17.00518,15.935237,15.936758,15.765177,15.244517,15.868936,17.354675,19.670834,21.71793,22.129642,21.146997,18.707714,16.840162,16.75811,18.068325,21.960491,27.620092,29.04555,26.456362,23.885685,22.837719,20.45858
2016-03-07,19.344584,18.540754,17.43541,17.024624,17.746584,20.274294,26.742002,33.443317,35.825867,34.79546,33.894,33.42305,32.54447,32.335224,31.760006,31.169468,31.366428,35.293537,41.627014,42.030888,36.535183,31.086477,27.157524,23.312483
2016-03-08,22.374483,22.321066,21.24041,20.93694,21.018318,23.022215,29.63242,36.392307,38.101578,36.21833,34.2073,32.65554,31.106308,30.182701,29.774464,29.423315,29.880892,34.506035,40.853508,40.136574,33.378216,28.296728,24.974634,21.590446
2016-03-09,21.890945,21.43165,20.486635,20.091148,19.970196,22.023962,28.498398,34.3133,34.325115,30.458147,27.60977,25.722128,24.516737,24.528824,25.133081,26.008219,27.508501,32.10476,37.35579,36.442913,30.43422,26.504337,24.200148,21.394526
2016-03-10,21.4566,21.189722,20.333797,20.025478,20.380642,22.445261,28.571089,34.799877,36.911713,35.238064,33.754536,32.98078,32.06275,31.543884,30.906956,30.43203,30.47207,34.40852,40.412354,40.385048,34.304295,29.41391,26.241756,23.098656
2016-03-11,21.509548,21.274572,20.36637,20.105272,20.332901,22.233484,27.742718,33.31267,35.42428,34.500706,33.022713,31.876654,30.183136,29.006887,28.197031,27.577566,27.289158,30.846325,36.250275,36.49778,31.665443,27.58443,24.875797,22.093653
2016-03-12,22.978127,22.0224,21.216211,20.507729,20.77353,20.935125,21.394243,22.740915,24.380402,26.008175,26.888,26.79504,25.509287,23.34663,21.974392,21.9182,22.487408,25.717985,30.09776,30.823534,27.875595,25.297935,23.984108,21.89673
2016-03-13,24.242033,22.17592,20.952662,19.711426,19.748373,20.25866,20.296991,20.863703,22.522354,24.968273,26.76938,27.221584,26.14803,23.535892,21.805895,21.375042,22.05829,25.564108,30.711262,32.82318,30.901878,28.53112,27.007977,24.588602
2016-03-14,21.451231,20.89188,19.942562,19.464006,19.905718,22.58234,29.604048,36.02159,37.119564,34.618416,32.59304,30.825878,29.4376,28.904646,28.382832,28.469265,29.17597,33.51735,40.360897,41.59527,36.58886,31.569824,27.929834,24.43415
2016-03-15,22.650791,22.021152,21.032291,20.429958,20.492031,22.564657,28.227257,34.41556,37.040432,36.220947,35.24977,34.69034,33.086147,31.397127,29.766605,28.714096,28.120462,30.717028,35.650497,36.332745,31.827286,27.735931,24.965567,22.257948
2016-03-16,20.414696,19.974155,19.14337,18.680647,19.161064,21.591259,27.396631,31.954714,31.77154,29.126339,26.900679,25.054121,23.779272,23.432781,23.583689,24.44713,25.759232,30.295994,36.90356,37.806446,32.855427,28.730686,26.338987,23.589085
2016-03-17,21.942482,21.812548,21.014647,20.790316,21.290695,23.858795,30.245008,35.585934,35.372494,31.803331,29.160604,27.100403,25.836525,25.624592,25.70526,26.417532,27.527958,32.098236,38.52284,39.289234,33.80553,29.047174,26.052757,22.895248
2016-03-18,21.260756,20.76226,19.863733,19.518583,20.38372,22.986158,28.579037,33.148804,33.936893,32.177723,30.851206,29.668888,28.68349,28.071747,27.636742,27.791979,27.980438,32.20402,39.63178,40.96522,35.961414,31.175028,27.822317,24.85732
2016-03-19,22.845268,21.609215,20.549976,19.995962,20.24544,20.943804,21.692629,23.49459,25.638126,26.936142,27.315472,26.828552,24.942083,22.239614,20.219732,20.181396,20.803186,23.78086,28.21945,29.133509,26.14587,22.917746,21.033606,18.356478
2016-03-20,17.638062,15.716428,14.331069,13.497376,13.518733,13.484928,13.058621,13.767977,15.263243,17.074493,18.102737,18.337812,17.60654,15.676274,14.291171,14.647213,16.218554,20.879572,27.28934,29.7836,27.333305,24.39014,23.322315,21.065784
2016-03-21,17.57885,16.124458,14.928102,14.836545,16.15763,20.460987,28.797527,35.58437,36.546204,33.719517,31.854858,30.82832,29.037296,28.0852,26.864534,26.058393,26.056293,29.777107,35.44011,35.78022,30.809948,26.228945,23.34771,20.355677
2016-03-22,18.938633,18.126045,17.452154,17.287151,18.594332,21.721945,27.81017,32.637604,33.58702,32.308952,31.557241,31.182848,30.415947,29.882542,28.832285,28.323322,28.23518,31.575161,37.573814,38.560394,34.094822,29.338202,26.190132,23.46993
2016-03-23,22.528063,21.779535,21.135223,20.579453,20.937065,23.510574,30.008404,35.99846,37.603558,36.218994,35.093494,34.07284,32.611977,31.41993,30.021679,29.316841,29.184729,31.757118,36.797867,38.916817,35.758392,31.303312,27.846397,24.801512
2016-03-24,22.516502,21.919094,21.166166,20.790443,21.207256,23.655329,28.586449,32.93661,34.335117,33.40885,32.14287,31.038486,29.438227,28.142815,27.195103,26.847069,26.965265,29.498707,33.931602,35.24525,31.774199,27.734684,24.47599,21.605629
2016-03-25,20.292103,18.562525,17.282183,16.432243,16.511879,16.727415,16.44816,17.371876,19.367823,21.91142,23.780064,24.690111,23.764587,21.496563,20.032299,19.91836,20.006666,22.282238,26.493422,28.88142,27.815046,25.701769,24.37946,22.388638
2016-03-26,24.502138,22.311218,20.986923,20.108494,19.476734,19.672361,20.870247,23.267185,25.343199,26.191591,25.885538,24.78536,22.485048,19.822477,17.845097,17.702587,18.890383,22.265417,26.324497,27.795605,25.5789,21.634342,18.478188,15.368271
2016-03-27,12.0252495,9.628248,7.803709,7.388563,7.3527412,7.301365,7.514782,8.765137,10.032167,11.539954,12.716347,12.808534,12.405524,11.357779,10.402428,10.912268,13.148257,17.794102,23.762442,27.211475,26.779081,24.145401,22.066555,20.014864
2016-03-28,15.902032,13.543548,12.318497,11.462048,10.6547985,9.916959,9.986595,10.426948,10.868657,10.894529,10.055547,8.767078,6.0049515,3.0660534,1.3899117,1.1990833,3.4334373,8.72629,15.4713545,19.045563,19.505802,18.914188,18.137388,16.225677
2016-03-29,11.486136,10.054064,8.8572235,8.923323,10.755513,15.513322,23.411505,29.795177,30.231571,26.70734,24.002136,22.296936,20.784544,19.7531,18.98237,19.112087,20.212883,23.79147,29.781109,32.918636,31.162634,27.364277,24.008656,20.39993
2016-03-30,19.344084,17.863544,16.71511,15.93069,16.517908,19.741049,26.905624,32.93299,34.04299,32.43232,31.124708,29.484957,27.436247,25.749289,24.469759,24.295519,25.086664,27.692749,32.995605,36.21693,34.828625,30.988897,27.278517,23.182144
2016-03-31,23.444006,21.98921,21.190414,20.602627,20.706902,22.843418,27.971684,33.758003,36.5382,36.294518,35.79664,35.312145,33.74108,32.2608,30.788534,29.48235,29.093565,29.878185,32.140488,33.4352,31.453869,28.159748,24.636744,21.626036
2016-04-01,20.790636,19.743797,18.982105,18.551119,19.46825,22.457018,28.439144,33.756535,35.96847,35.694653,34.84228,33.47437,31.31937,29.794252,28.26043,27.264656,27.159,28.68095,32.386597,34.5567,32.884975,29.415318,25.914585,22.805723
2016-04-02,21.642395,19.603094,18.171425,16.927055,16.5541,17.346502,19.007261,21.41215,23.137577,23.525337,22.645222,20.818993,18.058422,15.9534235,14.695402,15.327015,17.520748,21.752825,27.06046,29.46188,27.86126,23.953682,20.012835,15.95803
2016-04-03,18.61732,16.119015,14.500672,13.279107,12.9336,12.918423,12.82783,13.6998625,15.146269,17.132408,18.769876,19.496212,19.191067,17.500599,16.070019,16.25766,17.568848,20.90203,26.010157,29.862795,30.236235,28.171444,25.897892,23.059765
2016-04-04,19.419582,17.88405,16.837795,16.258163,17.08567,20.745926,28.507553,35.559013,37.308895,35.991264,35.118587,34.547626,32.89206,31.4612,29.883707,29.407076,29.157927,31.00303,34.7267,37.598137,37.02674,33.400528,29.724854,25.397718
2016-04-05,23.493298,22.131126,21.04813,20.254599,20.49851,22.863605,28.965984,36.19802,38.97984,37.76844,36.570488,35.810047,33.93947,32.285984,30.880543,30.069016,29.728352,30.142233,32.063046,33.52407,31.756002,28.312328,24.7563,21.21462
2016-04-06,19.754326,17.49502,15.694937,14.762889,15.697154,19.439646,26.480263,32.923607,34.15045,31.459093,28.834717,26.622576,24.26524,22.62993,21.429403,20.828651,21.428822,23.827515,27.572416,29.884401,28.068275,24.591284,21.34953,17.86788
2016-04-07,15.42782,13.334134,11.778527,11.332351,12.9557905,17.243767,24.575102,29.802092,29.184166,26.20264,24.289898,22.953886,22.307726,21.992104,21.475187,21.8266,23.071047,26.10912,30.68812,33.62445,32.899746,29.82987,26.691412,23.725058
2016-04-08,20.628296,19.51345,19.137917,18.890806,19.76815,22.474482,29.107079,36.170845,39.029472,37.868042,36.702824,36.005283,34.533253,33.18988,31.556417,30.792625,30.207287,31.047333,34.173115,37.17549,36.962597,34.486553,30.943113,27.065792
2016-04-09,24.657995,22.924856,21.940752,21.258116,21.059853,21.233242,21.87176,23.973364,25.635784,25.748217,25.36058,24.837675,23.010006,21.115135,19.9804,19.768705,20.611305,22.506783,25.217197,26.791834,26.056564,24.140873,22.124699,19.400942
2016-04-10,20.71661,18.11418,16.273834,14.930268,14.511683,14.770934,15.1144905,16.663658,18.683151,20.643942,22.268806,22.978199,21.876823,19.579794,17.69244,16.980555,17.284859,19.226154,23.212606,26.568172,26.888998,25.111855,23.279675,20.989511
2016-04-11,17.062456,14.892316,13.353549,12.916505,14.071763,18.44843,27.160221,34.83403,35.386173,32.34874,30.58745,29.263508,27.09605,25.59386,24.025965,23.425354,23.84646,26.473263,30.116701,32.436344,31.55748,28.097263,24.588966,20.270859
2016-04-12,20.526745,19.271519,18.58864,18.060402,18.842592,21.95996,29.67018,37.46303,39.89772,38.144028,36.693897,35.92288,34.124386,32.49358,30.785648,30.048756,29.673546,30.545334,33.449406,36.230324,35.82771,33.001995,29.225178,25.041798
2016-04-13,23.147036,21.969334,21.066723,20.359184,20.651283,22.91106,29.291307,36.65454,39.710476,38.30344,36.841236,36.140186,34.444244,32.840496,31.451756,30.32415,29.638641,30.079662,32.29798,34.284496,33.623,31.402088,28.067553,24.467787
2016-04-14,23.164902,22.338072,21.569994,20.934696,21.16201,23.562405,30.236538,37.378937,40.017574,38.31948,36.208096,34.7851,32.596222,30.780975,29.357632,28.547714,28.204967,29.516922,32.81155,35.49456,35.068634,32.725502,29.34115,25.421528
2016-04-15,22.120153,20.393219,19.043932,18.157045,18.439556,20.894915,27.150927,34.10303,37.267937,36.666782,35.770042,34.78606,31.965748,29.253906,27.188005,25.624084,24.793455,25.306904,27.534353,29.510271,29.419977,27.616058,25.060095,21.900421
2016-04-16,20.559647,18.110783,16.40888,15.4717245,15.486996,16.201527,18.004044,20.97375,22.755257,22.596931,21.456331,19.776707,17.244488,14.917708,13.218276,13.12974,14.6015415,17.687809,21.709644,24.635757,25.232569,24.604284,22.936275,20.317049
2016-04-17,19.399778,16.811714,14.750958,13.405773,13.038267,13.094893,13.829067,15.549896,17.081352,17.829895,18.281715,18.19129,16.195883,13.457402,11.353488,10.908003,11.62169,14.306499,18.756927,23.17445,24.70775,24.279848,23.166046,21.061405
2016-04-18,21.590166,19.396069,17.65934,16.746845,16.936949,19.373682,26.591602,34.550144,35.71624,31.906483,29.016233,27.179585,24.839235,23.210335,22.323425,21.713108,22.08996,24.175373,27.47248,29.55408,28.479666,26.27985,23.266176,19.120205
2016-04-19,17.201277,15.153783,13.448731,12.894542,14.017167,17.103672,23.650755,30.326847,30.288267,26.236572,23.324314,21.481617,19.401506,18.084856,17.20234,16.611721,17.231253,19.254879,22.564447,25.250963,25.373102,23.767845,21.175484,17.850845
2016-04-20,16.323452,15.048046,14.033949,13.929452,15.2197,18.386318,25.339012,31.552578,30.609903,26.568478,24.10168,22.687214,21.698578,21.382824,20.810837,21.099869,22.26557,24.90167,28.713629,31.913807,32.706043,30.69487,27.85393,24.54773
